"","term","description","gene","count","namespace"
"4319","GO:0005488","binding","CHAFR746836.1.1_0064690.1",1,"molecular_function"
"4320","GO:0005488","binding","CHAFR746836.1.1_0083990.1",1,"molecular_function"
"4321","GO:0005488","binding","CHAFR746836.1.1_0054670.1",1,"molecular_function"
"4322","GO:0005488","binding","CHAFR746836.1.1_0023000.1",1,"molecular_function"
"4323","GO:0005488","binding","CHAFR746836.1.1_0001690.1",1,"molecular_function"
"4324","GO:0005488","binding","CHAFR746836.1.1_0084760.1",1,"molecular_function"
"4325","GO:0005488","binding","CHAFR746836.1.1_0006340.1",1,"molecular_function"
"4326","GO:0005488","binding","CHAFR746836.1.1_0050280.1",1,"molecular_function"
"4327","GO:0005488","binding","CHAFR746836.1.1_0004140.1",1,"molecular_function"
"4328","GO:0005488","binding","CHAFR746836.1.1_0075520.1",1,"molecular_function"
"4329","GO:0005488","binding","CHAFR746836.1.1_0053390.1",1,"molecular_function"
"4330","GO:0005488","binding","CHAFR746836.1.1_0091290.1",1,"molecular_function"
"4331","GO:0005488","binding","CHAFR746836.1.1_0084410.1",1,"molecular_function"
"4332","GO:0005488","binding","CHAFR746836.1.1_0062850.1",1,"molecular_function"
"4333","GO:0005488","binding","CHAFR746836.1.1_0040530.1",1,"molecular_function"
"4334","GO:0005488","binding","CHAFR746836.1.1_0068180.1",1,"molecular_function"
"4335","GO:0005488","binding","CHAFR746836.1.1_0062470.1",1,"molecular_function"
"4336","GO:0005488","binding","CHAFR746836.1.1_0011250.1",1,"molecular_function"
"4337","GO:0005488","binding","CHAFR746836.1.1_0049260.1",1,"molecular_function"
"4338","GO:0005488","binding","CHAFR746836.1.1_0022520.1",1,"molecular_function"
"4339","GO:0005488","binding","CHAFR746836.1.1_0075710.1",1,"molecular_function"
"4340","GO:0005488","binding","CHAFR746836.1.1_0092300.1",1,"molecular_function"
"4341","GO:0005488","binding","CHAFR746836.1.1_0003450.1",1,"molecular_function"
"4342","GO:0005488","binding","CHAFR746836.1.1_0067480.1",1,"molecular_function"
"4343","GO:0005488","binding","CHAFR746836.1.1_0033990.1",1,"molecular_function"
"4344","GO:0005488","binding","CHAFR746836.1.1_0019190.1",1,"molecular_function"
"4345","GO:0005488","binding","CHAFR746836.1.1_0042830.1",1,"molecular_function"
"4346","GO:0005488","binding","CHAFR746836.1.1_0072760.1",1,"molecular_function"
"4347","GO:0005488","binding","CHAFR746836.1.1_0058010.1",1,"molecular_function"
"4348","GO:0005488","binding","CHAFR746836.1.1_0033750.1",1,"molecular_function"
"4349","GO:0005488","binding","CHAFR746836.1.1_0017700.1",1,"molecular_function"
"4350","GO:0005488","binding","CHAFR746836.1.1_0083680.1",1,"molecular_function"
"4351","GO:0005488","binding","CHAFR746836.1.1_0037110.1",1,"molecular_function"
"4352","GO:0005488","binding","CHAFR746836.1.1_0085690.1",1,"molecular_function"
"4353","GO:0005488","binding","CHAFR746836.1.1_0009730.1",1,"molecular_function"
"4354","GO:0005488","binding","CHAFR746836.1.1_0037410.1",1,"molecular_function"
"4355","GO:0005488","binding","CHAFR746836.1.1_0035290.1",1,"molecular_function"
"4356","GO:0005488","binding","CHAFR746836.1.1_0073660.1",1,"molecular_function"
"4357","GO:0005488","binding","CHAFR746836.1.1_0009170.1",1,"molecular_function"
"4358","GO:0005488","binding","CHAFR746836.1.1_0053770.2",1,"molecular_function"
"4359","GO:0005488","binding","CHAFR746836.1.1_0062690.1",1,"molecular_function"
"4360","GO:0005488","binding","CHAFR746836.1.1_0008520.1",1,"molecular_function"
"4361","GO:0005488","binding","CHAFR746836.1.1_0018270.1",1,"molecular_function"
"4362","GO:0005488","binding","CHAFR746836.1.1_0000240.1",1,"molecular_function"
"4363","GO:0005488","binding","CHAFR746836.1.1_0101610.1",1,"molecular_function"
"4364","GO:0005488","binding","CHAFR746836.1.1_0011190.1",1,"molecular_function"
"4365","GO:0005488","binding","CHAFR746836.1.1_0050070.1",1,"molecular_function"
"4366","GO:0005488","binding","CHAFR746836.1.1_0100780.1",1,"molecular_function"
"4367","GO:0005488","binding","CHAFR746836.1.1_0009040.1",1,"molecular_function"
"4368","GO:0005488","binding","CHAFR746836.1.1_0062090.1",1,"molecular_function"
"4369","GO:0005488","binding","CHAFR746836.1.1_0097120.1",1,"molecular_function"
"4370","GO:0005488","binding","CHAFR746836.1.1_0060510.1",1,"molecular_function"
"4371","GO:0005488","binding","CHAFR746836.1.1_0091120.1",1,"molecular_function"
"4372","GO:0005488","binding","CHAFR746836.1.1_0047030.1",1,"molecular_function"
"4373","GO:0005488","binding","CHAFR746836.1.1_0051650.1",1,"molecular_function"
"4374","GO:0005488","binding","CHAFR746836.1.1_0011250.2",1,"molecular_function"
"4375","GO:0005488","binding","CHAFR746836.1.1_0088700.1",1,"molecular_function"
"4376","GO:0005488","binding","CHAFR746836.1.1_0062710.1",1,"molecular_function"
"4377","GO:0005488","binding","CHAFR746836.1.1_0033510.1",1,"molecular_function"
"4378","GO:0005488","binding","CHAFR746836.1.1_0024400.1",1,"molecular_function"
"4379","GO:0005488","binding","CHAFR746836.1.1_0065090.1",1,"molecular_function"
"4380","GO:0005488","binding","CHAFR746836.1.1_0081880.1",1,"molecular_function"
"4381","GO:0005488","binding","CHAFR746836.1.1_0024770.1",1,"molecular_function"
"4382","GO:0005488","binding","CHAFR746836.1.1_0045200.1",1,"molecular_function"
"4383","GO:0005488","binding","CHAFR746836.1.1_0042210.1",1,"molecular_function"
"4384","GO:0005488","binding","CHAFR746836.1.1_0023310.1",1,"molecular_function"
"4385","GO:0005488","binding","CHAFR746836.1.1_0085520.1",1,"molecular_function"
"4386","GO:0005488","binding","CHAFR746836.1.1_0058990.1",1,"molecular_function"
"4387","GO:0005488","binding","CHAFR746836.1.1_0062890.1",1,"molecular_function"
"4388","GO:0005488","binding","CHAFR746836.1.1_0051490.1",1,"molecular_function"
"4389","GO:0005488","binding","CHAFR746836.1.1_0016590.1",1,"molecular_function"
"4390","GO:0005488","binding","CHAFR746836.1.1_0008410.1",1,"molecular_function"
"4391","GO:0005488","binding","CHAFR746836.1.1_0068180.2",1,"molecular_function"
"4392","GO:0005488","binding","CHAFR746836.1.1_0073780.1",1,"molecular_function"
"4393","GO:0005488","binding","CHAFR746836.1.1_0071250.1",1,"molecular_function"
"4394","GO:0005488","binding","CHAFR746836.1.1_0081840.1",1,"molecular_function"
"4395","GO:0005488","binding","CHAFR746836.1.1_0012790.1",1,"molecular_function"
"4396","GO:0005488","binding","CHAFR746836.1.1_0069480.1",1,"molecular_function"
"4397","GO:0005488","binding","CHAFR746836.1.1_0020720.1",1,"molecular_function"
"4398","GO:0005488","binding","CHAFR746836.1.1_0084840.1",1,"molecular_function"
"4399","GO:0005488","binding","CHAFR746836.1.1_0081440.1",1,"molecular_function"
"4400","GO:0005488","binding","CHAFR746836.1.1_0084640.1",1,"molecular_function"
"4401","GO:0005488","binding","CHAFR746836.1.1_0053770.1",1,"molecular_function"
"4402","GO:0005488","binding","CHAFR746836.1.1_0073160.1",1,"molecular_function"
"4403","GO:0005506","iron ion binding","CHAFR746836.1.1_0010290.1",1,"molecular_function"
"4404","GO:0005506","iron ion binding","CHAFR746836.1.1_0010230.1",1,"molecular_function"
"4405","GO:0005506","iron ion binding","CHAFR746836.1.1_0006150.1",1,"molecular_function"
"4406","GO:0005506","iron ion binding","CHAFR746836.1.1_0077760.1",1,"molecular_function"
"4407","GO:0005506","iron ion binding","CHAFR746836.1.1_0038120.1",1,"molecular_function"
"4408","GO:0005506","iron ion binding","CHAFR746836.1.1_0082040.1",1,"molecular_function"
"4409","GO:0005506","iron ion binding","CHAFR746836.1.1_0069550.1",1,"molecular_function"
"4410","GO:0005506","iron ion binding","CHAFR746836.1.1_0012090.1",1,"molecular_function"
"4411","GO:0005506","iron ion binding","CHAFR746836.1.1_0045350.1",1,"molecular_function"
"4412","GO:0005506","iron ion binding","CHAFR746836.1.1_0060390.3",1,"molecular_function"
"4413","GO:0005506","iron ion binding","CHAFR746836.1.1_0037070.1",1,"molecular_function"
"4414","GO:0005506","iron ion binding","CHAFR746836.1.1_0018780.1",1,"molecular_function"
"4415","GO:0005506","iron ion binding","CHAFR746836.1.1_0080420.1",1,"molecular_function"
"4416","GO:0005506","iron ion binding","CHAFR746836.1.1_0045570.1",1,"molecular_function"
"4417","GO:0005506","iron ion binding","CHAFR746836.1.1_0001870.1",1,"molecular_function"
"4418","GO:0005506","iron ion binding","CHAFR746836.1.1_0083160.1",1,"molecular_function"
"4419","GO:0005506","iron ion binding","CHAFR746836.1.1_0031130.1",1,"molecular_function"
"4420","GO:0005506","iron ion binding","CHAFR746836.1.1_0084360.1",1,"molecular_function"
"4421","GO:0005506","iron ion binding","CHAFR746836.1.1_0015960.1",1,"molecular_function"
"4422","GO:0005506","iron ion binding","CHAFR746836.1.1_0031970.1",1,"molecular_function"
"4423","GO:0005506","iron ion binding","CHAFR746836.1.1_0021840.1",1,"molecular_function"
"4424","GO:0005506","iron ion binding","CHAFR746836.1.1_0027310.1",1,"molecular_function"
"4425","GO:0005506","iron ion binding","CHAFR746836.1.1_0075530.1",1,"molecular_function"
"4426","GO:0005506","iron ion binding","CHAFR746836.1.1_0099830.1",1,"molecular_function"
"4427","GO:0005506","iron ion binding","CHAFR746836.1.1_0097410.1",1,"molecular_function"
"4428","GO:0005506","iron ion binding","CHAFR746836.1.1_0028240.1",1,"molecular_function"
"4429","GO:0005506","iron ion binding","CHAFR746836.1.1_0015420.1",1,"molecular_function"
"4430","GO:0005506","iron ion binding","CHAFR746836.1.1_0036070.1",1,"molecular_function"
"4431","GO:0005506","iron ion binding","CHAFR746836.1.1_0048180.1",1,"molecular_function"
"4432","GO:0005506","iron ion binding","CHAFR746836.1.1_0097940.1",1,"molecular_function"
"4433","GO:0005506","iron ion binding","CHAFR746836.1.1_0040050.1",1,"molecular_function"
"4434","GO:0005506","iron ion binding","CHAFR746836.1.1_0033740.1",1,"molecular_function"
"4435","GO:0005506","iron ion binding","CHAFR746836.1.1_0066040.1",1,"molecular_function"
"4436","GO:0005506","iron ion binding","CHAFR746836.1.1_0073600.1",1,"molecular_function"
"4437","GO:0005506","iron ion binding","CHAFR746836.1.1_0071450.1",1,"molecular_function"
"4438","GO:0005506","iron ion binding","CHAFR746836.1.1_0024420.1",1,"molecular_function"
"4439","GO:0005506","iron ion binding","CHAFR746836.1.1_0066300.1",1,"molecular_function"
"4440","GO:0005506","iron ion binding","CHAFR746836.1.1_0007140.1",1,"molecular_function"
"4441","GO:0005506","iron ion binding","CHAFR746836.1.1_0026570.1",1,"molecular_function"
"4442","GO:0005506","iron ion binding","CHAFR746836.1.1_0043830.1",1,"molecular_function"
"4443","GO:0005506","iron ion binding","CHAFR746836.1.1_0048270.1",1,"molecular_function"
"4444","GO:0005506","iron ion binding","CHAFR746836.1.1_0091720.1",1,"molecular_function"
"4445","GO:0005506","iron ion binding","CHAFR746836.1.1_0086070.1",1,"molecular_function"
"4446","GO:0005506","iron ion binding","CHAFR746836.1.1_0045580.1",1,"molecular_function"
"4447","GO:0005506","iron ion binding","CHAFR746836.1.1_0055790.1",1,"molecular_function"
"4448","GO:0005506","iron ion binding","CHAFR746836.1.1_0102170.1",1,"molecular_function"
"4449","GO:0005506","iron ion binding","CHAFR746836.1.1_0030080.1",1,"molecular_function"
"4450","GO:0005506","iron ion binding","CHAFR746836.1.1_0001580.1",1,"molecular_function"
"4451","GO:0005506","iron ion binding","CHAFR746836.1.1_0049800.1",1,"molecular_function"
"4452","GO:0005506","iron ion binding","CHAFR746836.1.1_0038270.1",1,"molecular_function"
"4453","GO:0005506","iron ion binding","CHAFR746836.1.1_0093390.1",1,"molecular_function"
"4454","GO:0005506","iron ion binding","CHAFR746836.1.1_0062880.1",1,"molecular_function"
"4455","GO:0005506","iron ion binding","CHAFR746836.1.1_0065820.1",1,"molecular_function"
"4456","GO:0005506","iron ion binding","CHAFR746836.1.1_0060390.1",1,"molecular_function"
"4457","GO:0005506","iron ion binding","CHAFR746836.1.1_0071880.1",1,"molecular_function"
"4458","GO:0005506","iron ion binding","CHAFR746836.1.1_0087380.1",1,"molecular_function"
"4459","GO:0005506","iron ion binding","CHAFR746836.1.1_0043790.1",1,"molecular_function"
"4460","GO:0005506","iron ion binding","CHAFR746836.1.1_0006190.1",1,"molecular_function"
"4461","GO:0005506","iron ion binding","CHAFR746836.1.1_0021840.2",1,"molecular_function"
"4462","GO:0005506","iron ion binding","CHAFR746836.1.1_0086050.1",1,"molecular_function"
"4463","GO:0005506","iron ion binding","CHAFR746836.1.1_0097890.1",1,"molecular_function"
"4464","GO:0005506","iron ion binding","CHAFR746836.1.1_0095150.1",1,"molecular_function"
